3525;211;-2.0;2021-05-20 18:58:45 
3524;660;-2.0;2021-05-20 18:57:29 
3523;211;-2.0;2021-05-20 18:11:34 
3522;211;-2.0;2021-05-20 18:02:32 
3521;211;-2.0;2021-05-20 17:54:25 
3520;211;-2.0;2021-05-20 17:39:37 
3519;660;-2.0;2021-05-20 15:41:08 
3518;211;-2.0;2021-05-20 14:55:55 
3517;211;-2.0;2021-05-20 14:43:51 
3515;370;-5.0;2021-05-20 13:51:41 
3514;211;-2.0;2021-05-19 22:03:36 
3513;211;-2.0;2021-05-19 20:53:24 
3512;211;-5.0;2021-05-19 20:39:41 
3511;211;-2.0;2021-05-19 19:44:09 
3510;211;-2.0;2021-05-19 19:34:47 
3509;211;-2.0;2021-05-19 17:50:58 
3508;211;-2.0;2021-05-19 17:40:57 
3507;211;-2.0;2021-05-19 17:36:52 
3506;211;-2.0;2021-05-19 17:20:43 
3505;211;-2.0;2021-05-19 15:48:29 
3504;211;-2.0;2021-05-19 15:46:15 
3503;370;-5.0;2021-05-19 01:06:44 
3502;211;-264.0;2021-05-18 23:43:03 
3500;211;-2.0;2021-05-18 19:23:17 
3499;211;-2.0;2021-05-18 19:13:46 
3498;211;-3.0;2021-05-18 19:00:11 
3497;74;-2.0;2021-05-18 19:00:01 
3496;211;-2.0;2021-05-18 18:43:31 
3495;211;-2.0;2021-05-18 18:41:37 
3494;211;-2.0;2021-05-18 18:34:28 
3493;211;-2.0;2021-05-18 18:27:53 
3492;211;-2.0;2021-05-18 18:25:40 
3491;211;-2.0;2021-05-18 18:22:07 
3490;211;-2.0;2021-05-18 14:11:19 
3489;211;-2.0;2021-05-18 14:08:44 
3488;211;-2.0;2021-05-18 13:54:55 
3486;370;-5.0;2021-05-18 07:34:22 
3485;370;-5.0;2021-05-16 15:52:14 
3484;370;-10.0;2021-05-15 22:18:15 
3482;431;-50.0;2021-05-15 17:23:49 
3481;205;-30.0;2021-05-13 16:01:59 
3479;651;-8.0;2021-05-10 16:10:08 
3476;651;-2.0;2021-05-08 17:15:51 
3475;651;-2.0;2021-05-08 16:54:22 
3474;651;-2.0;2021-05-08 16:46:03 
3473;651;-2.0;2021-05-08 16:44:48 
3472;586;-2.0;2021-05-08 15:22:18 
3471;586;-2.0;2021-05-08 15:08:29 
3470;586;-2.0;2021-05-08 15:04:25 
3469;586;-2.0;2021-05-08 14:58:15 
3467;74;-2.0;2021-05-07 20:19:59 
3466;74;-2.0;2021-05-07 20:04:56 
3464;74;-2.0;2021-05-07 19:56:40 
3463;586;-10.0;2021-05-07 19:49:25 
3462;74;-2.0;2021-05-07 19:37:03 
3461;586;-2.0;2021-05-07 19:24:24 
3460;586;-2.0;2021-05-07 19:22:58 
3459;586;-2.0;2021-05-07 19:20:52 
3458;586;-2.0;2021-05-07 19:19:58 
3457;74;-2.0;2021-05-07 18:36:10 
3456;586;-2.0;2021-05-07 11:30:17 
3454;205;-155.9;2021-05-04 17:32:20 
3453;370;-5.0;2021-05-04 11:38:12 
3452;370;-5.0;2021-05-04 10:36:27 
3451;74;-10.0;2021-05-03 18:21:28 
3450;370;-5.0;2021-05-03 09:42:25 
3448;586;-2.0;2021-05-02 13:59:01 
3447;586;-2.0;2021-05-02 13:52:10 
3446;586;-5.0;2021-05-02 13:49:23 
3445;586;-5.0;2021-05-02 13:39:48 
3444;370;-5.0;2021-05-02 10:39:32 
3443;370;-2.0;2021-05-01 02:18:00 
3442;370;-3.0;2021-05-01 01:59:08 
3441;370;-5.0;2021-05-01 01:45:42 
3438;74;-2.0;2021-04-29 11:01:35 
3437;74;-2.0;2021-04-28 11:54:04 
3436;74;-2.0;2021-04-28 11:51:01 
3435;586;-5.0;2021-04-27 18:25:38 
3434;586;-5.0;2021-04-27 18:15:26 
3432;370;-5.0;2021-04-25 08:45:40 
3431;370;-5.0;2021-04-25 06:54:32 
3430;370;-5.0;2021-04-25 00:36:21 
3429;370;-5.0;2021-04-24 08:24:55 
3427;431;-50.0;2021-04-22 11:06:21 
3425;74;-24.0;2021-04-14 11:21:44 
3423;74;-2.0;2021-04-14 11:17:34 
3422;4;-3.0;2021-04-12 19:04:05 
3421;4;-13.0;2021-04-12 18:38:06 
3420;4;-10.0;2021-04-12 18:31:38 
3419;4;-20.0;2021-04-12 18:19:22 
3417;643;-5.0;2021-04-11 10:23:24 
3416;370;-5.0;2021-04-11 09:02:29 
3415;370;-5.0;2021-04-10 07:55:06 
3414;370;-5.0;2021-04-09 11:12:03 
3413;370;-5.0;2021-04-09 10:46:57 
3411;370;-5.0;2021-04-08 21:56:48 
3409;74;-100.0;2021-04-08 21:02:19 
3407;74;-2.0;2021-04-08 16:55:50 
3406;370;-5.0;2021-04-07 15:59:46 
3405;74;-2.0;2021-04-07 15:51:37 
3404;370;-5.0;2021-04-06 22:54:28 
