2352;74;10.002;2020-12-12 12:22:25 
2346;74;10.002;2020-12-12 11:56:14 
2345;74;49.998000000000005;2020-12-12 11:56:14 
2339;523;10.002;2020-12-11 23:15:33 
2338;523;49.998000000000005;2020-12-11 23:15:32 
2330;74;10.002;2020-12-11 22:53:00 
2323;73;10.002;2020-12-11 22:20:32 
2313;73;10.002;2020-12-11 21:56:47 
2292;73;10.002;2020-12-11 21:22:49 
2291;74;16.666;2020-12-11 21:22:49 
2290;73;16.666;2020-12-11 21:22:49 
2276;73;10.002;2020-12-11 20:59:49 
2259;73;10.002;2020-12-11 20:30:33 
2258;73;49.998000000000005;2020-12-11 20:30:33 
2241;73;10.002;2020-12-11 20:08:25 
2228;74;10.002;2020-12-11 19:23:56 
2227;74;49.998000000000005;2020-12-11 19:23:56 
2210;370;50.0;2020-12-11 10:12:38 
2208;74;49.998000000000005;2020-12-10 23:51:13 
2207;74;10.002;2020-12-10 23:51:13 
2199;73;49.998000000000005;2020-12-10 23:14:58 
2198;73;5.001;2020-12-10 23:14:58 
2197;73;5.001;2020-12-10 23:14:58 
2163;523;12.499500000000001;2020-12-10 21:33:10 
2155;73;10.002;2020-12-10 20:57:53 
2152;73;24.999000000000002;2020-12-10 20:25:54 
2151;73;24.999000000000002;2020-12-10 20:25:54 
2150;74;10.002;2020-12-10 20:25:54 
2135;74;9.342;2020-12-10 12:23:59 
2134;522;20.0;2020-12-10 07:20:14 
2133;73;828.954;2020-12-09 23:29:27 
2132;73;240.7914;2020-12-09 23:29:27 
2131;74;10.002;2020-12-09 23:07:18 
2118;73;10.002;2020-12-09 21:59:11 
2117;74;49.998000000000005;2020-12-09 21:59:11 
2105;523;10.002;2020-12-09 21:25:16 
2099;522;20.0;2020-12-09 20:23:19 
2087;74;10.002;2020-12-09 19:11:16 
2086;74;49.998000000000005;2020-12-09 19:11:16 
2077;74;10.002;2020-12-09 18:36:39 
2069;74;16.666;2020-12-09 18:07:24 
2068;74;16.666;2020-12-09 18:07:24 
2067;74;5.001;2020-12-09 18:07:24 
2057;523;20.004;2020-12-08 23:37:12 
2047;73;20.004;2020-12-08 23:07:02 
2039;74;99.99600000000001;2020-12-08 22:36:38 
2031;74;20.004;2020-12-08 22:07:18 
2015;523;10.002;2020-12-08 21:08:01 
2006;523;49.998000000000005;2020-12-08 20:37:58 
2005;74;20.004;2020-12-08 20:37:58 
1997;74;49.998000000000005;2020-12-08 20:07:37 
1989;74;99.99600000000001;2020-12-08 19:36:39 
1978;523;10.002;2020-12-08 19:07:03 
1957;523;550.0;2020-12-08 17:38:54 
1951;73;14.898;2020-12-08 13:35:01 
1940;73;50.0;2020-12-06 20:31:02 
1939;73;20.0;2020-12-06 20:30:52 
1938;73;10.0;2020-12-06 20:30:41 
1937;73;5.0;2020-12-06 20:30:28 
1934;522;50.0;2020-12-06 09:55:35 
1925;74;5.5;2020-12-05 12:08:25 
1811;515;8.211;2020-12-01 18:24:29 
1810;370;50.0;2020-12-01 18:23:19 
1808;515;22.0;2020-12-01 18:22:56 
1804;73;200.0;2020-12-01 17:59:26 
1802;515;50.0;2020-12-01 17:56:33 
1799;515;100.0;2020-12-01 16:56:42 
1794;74;100.0;2020-12-01 10:11:09 
1758;73;209.17606223232;2020-11-30 00:12:42 
1706;2;100.0;2020-11-29 20:33:49 
1694;515;11.168999999999999;2020-11-29 13:46:50 
1692;515;200.0;2020-11-29 12:15:48 
1687;515;19.38;2020-11-28 23:17:22 
1684;515;250.0;2020-11-28 18:28:14 
1682;431;1100.0;2020-11-28 17:31:06 
1680;515;129.0;2020-11-28 16:53:13 
1677;515;1000.0;2020-11-28 16:39:39 
1653;2;1.0;2020-11-27 18:27:07 
1652;2;1.0;2020-11-27 18:26:58 
1651;2;1.0;2020-11-27 18:26:48 
1650;2;1.0;2020-11-27 18:26:38 
1649;2;1.0;2020-11-27 18:26:26 
1648;2;1.0;2020-11-27 18:26:15 
1647;2;1.0;2020-11-27 18:26:02 
1646;2;1.0;2020-11-27 18:25:50 
1642;74;1.0;2020-11-27 16:55:04 
1639;2;100.0;2020-11-27 14:04:26 
1627;515;190.0;2020-11-26 16:48:26 
1599;515;100.4;2020-11-25 21:10:08 
1590;4;19.0;2020-11-25 10:19:10 
1589;4;1000.0;2020-11-25 10:18:59 
1588;4;1.0;2020-11-25 10:18:49 
1587;4;1000.0;2020-11-25 10:18:24 
1586;4;100.0;2020-11-25 10:18:14 
1585;4;100.0;2020-11-25 10:18:05 
1584;4;100.0;2020-11-25 10:17:55 
1583;4;10.0;2020-11-25 10:17:46 
1582;4;1.0;2020-11-25 10:17:22 
1581;4;1.0;2020-11-25 10:16:55 
1580;4;1.0;2020-11-25 10:16:51 
1579;4;1.0;2020-11-25 10:16:32 
