5479;732;-2.0;2021-09-23 00:26:43 
5478;732;-2.0;2021-09-23 00:23:54 
5477;732;-2.0;2021-09-23 00:21:24 
5476;732;-2.0;2021-09-23 00:19:23 
5442;730;-6.0;2021-09-22 23:19:47 
5441;730;-2.0;2021-09-22 23:15:11 
5440;737;-1.0;2021-09-22 23:13:14 
5439;730;-2.0;2021-09-22 23:08:13 
5438;732;-2.0;2021-09-22 22:45:02 
5437;732;-2.0;2021-09-22 22:35:39 
5436;732;-2.0;2021-09-22 22:29:45 
5435;732;-2.0;2021-09-22 22:23:26 
5434;732;-2.0;2021-09-22 22:21:27 
5433;737;-1.0;2021-09-22 21:59:19 
5432;737;-5.0;2021-09-22 21:58:46 
5431;732;-2.0;2021-09-22 21:05:21 
5428;732;-2.0;2021-09-22 20:48:00 
5427;732;-2.0;2021-09-22 20:46:40 
5426;732;-2.0;2021-09-22 20:19:41 
5425;732;-2.0;2021-09-22 20:18:32 
5424;732;-2.0;2021-09-22 20:15:50 
5423;732;-2.0;2021-09-22 19:54:07 
5422;730;-2.0;2021-09-22 19:13:59 
5419;730;-2.0;2021-09-22 19:06:45 
5418;730;-2.0;2021-09-22 18:58:57 
5417;730;-5.0;2021-09-22 18:55:29 
5416;730;-2.0;2021-09-22 17:04:29 
5414;732;-2.0;2021-09-22 17:01:46 
5413;732;-2.0;2021-09-22 16:59:11 
5412;732;-2.0;2021-09-22 16:56:59 
5411;732;-5.0;2021-09-22 16:54:17 
5410;730;-2.0;2021-09-22 15:27:03 
5408;730;-5.0;2021-09-22 15:22:49 
5407;737;-1.0;2021-09-22 14:48:59 
5406;737;-1.0;2021-09-22 14:48:31 
5405;730;-2.0;2021-09-22 14:43:37 
5404;730;-5.0;2021-09-22 14:27:40 
5403;730;-10.0;2021-09-22 14:15:33 
5402;732;-5.0;2021-09-22 13:10:09 
5401;732;-2.0;2021-09-22 13:06:02 
5400;732;-2.0;2021-09-22 13:00:52 
5398;737;-1.0;2021-09-22 12:41:39 
5397;737;-1.0;2021-09-22 12:39:36 
5396;737;-1.0;2021-09-22 09:24:22 
5395;737;-1.0;2021-09-22 09:23:56 
5394;737;-1.0;2021-09-22 09:23:27 
5393;737;-11.0;2021-09-22 06:38:01 
5392;737;-1.0;2021-09-22 06:37:32 
5391;737;-2.0;2021-09-22 06:37:04 
5390;737;-1.0;2021-09-22 06:35:22 
5389;727;-15.0;2021-09-22 00:28:27 
5388;730;-2.0;2021-09-21 21:09:28 
5385;730;-2.0;2021-09-21 19:32:20 
5384;730;-2.0;2021-09-21 19:27:31 
5383;730;-2.0;2021-09-21 19:23:21 
5382;730;-2.0;2021-09-21 18:45:03 
5380;730;-2.0;2021-09-21 18:11:17 
5379;737;-1.0;2021-09-21 17:53:15 
5378;737;-1.0;2021-09-21 17:52:28 
5377;737;-1.0;2021-09-21 16:24:06 
5376;737;-1.0;2021-09-21 16:18:50 
5375;737;-1.0;2021-09-21 16:18:21 
5374;737;-1.0;2021-09-21 16:15:11 
5373;737;-1.0;2021-09-21 16:14:19 
5368;730;-2.0;2021-09-21 15:44:42 
5367;730;-5.0;2021-09-21 15:20:18 
5366;730;-10.0;2021-09-21 13:17:34 
5365;730;-3.0;2021-09-21 13:12:28 
5363;730;-20.0;2021-09-21 11:23:42 
5362;730;-5.0;2021-09-21 09:59:33 
5360;730;-10.0;2021-09-21 03:59:07 
5359;730;-10.0;2021-09-21 03:43:13 
5358;730;-2.0;2021-09-20 21:33:36 
5357;730;-2.0;2021-09-20 21:14:35 
5356;730;-50.0;2021-09-20 19:57:33 
5355;730;-2.0;2021-09-20 18:55:23 
5354;737;-1.0;2021-09-20 17:05:27 
5353;737;-1.0;2021-09-20 16:50:05 
5352;730;-50.0;2021-09-20 14:14:26 
5350;730;-20.0;2021-09-20 14:11:30 
5347;730;-2.0;2021-09-20 12:54:12 
5345;730;-2.0;2021-09-20 12:45:42 
5344;737;-2.0;2021-09-20 11:37:28 
5343;737;-2.0;2021-09-20 11:36:42 
5342;737;-1.0;2021-09-20 11:36:14 
5341;737;-1.0;2021-09-20 09:25:21 
5340;737;-1.0;2021-09-20 09:24:46 
5339;737;-1.0;2021-09-20 09:23:28 
5338;737;-1.0;2021-09-20 09:23:00 
5337;730;-2.0;2021-09-20 06:11:59 
5336;730;-2.0;2021-09-19 20:44:54 
5335;730;-2.0;2021-09-19 20:34:53 
5334;730;-10.0;2021-09-19 20:29:46 
5333;730;-2.0;2021-09-19 19:12:20 
5332;730;-2.0;2021-09-19 18:05:40 
5331;730;-2.0;2021-09-19 17:51:34 
5330;730;-5.0;2021-09-19 14:03:34 
5329;730;-2.0;2021-09-19 13:42:36 
5328;730;-10.0;2021-09-19 13:17:06 
5326;730;-2.0;2021-09-19 12:58:25 
5325;730;-2.0;2021-09-19 12:45:02 
